brand,model,release_year,age_years,ram_gb,storage_gb,original_price,condition,fair_price
Google,Pixel 6a,2019,5,12,64,48002,Good,19189
Vivo,V25,2023,1,12,256,17100,Good,28895
Vivo,V25,2019,5,12,128,46881,Excellent,25160
Vivo,V27,2022,2,12,512,27828,Good,49386
OnePlus,OnePlus Nord 3,2019,5,12,256,34611,Good,26595
OnePlus,OnePlus Nord 3,2022,2,8,128,59724,Excellent,33657
Samsung,Galaxy S22,2023,1,16,64,55992,Fair,33872
Samsung,Galaxy A34,2021,3,16,512,65124,Poor,52531
Samsung,Galaxy A54,2019,5,4,512,94303,Good,37522
Google,Pixel 7 Pro,2023,1,4,64,107769,Good,51580
OnePlus,OnePlus 11,2022,2,6,512,36607,Poor,38277
Google,Pixel 6,2020,4,8,256,76215,Excellent,38041
Xiaomi,Redmi 12,2022,2,6,64,47793,Fair,18525
Xiaomi,Poco F5,2023,1,16,512,93915,Good,75265
Xiaomi,Redmi Note 12,2019,5,12,128,47983,Fair,22169
Realme,Realme 11,2020,4,6,64,31241,Excellent,15596
Xiaomi,Redmi Note 12,2020,4,8,128,62118,Good,26254
Vivo,Y56,2020,4,6,128,82468,Good,25572
Vivo,Y56,2022,2,16,256,23811,Fair,37053
Oppo,F21 Pro,2021,3,12,512,43328,Excellent,53466
Google,Pixel 6,2021,3,6,128,104080,Good,39975
Apple,iPhone 12,2020,4,6,128,73627,Fair,25302
Oppo,F21 Pro,2019,5,8,256,39820,Poor,24702
Google,Pixel 7,2020,4,12,256,78069,Good,41357
Xiaomi,Mi 11 Lite,2020,4,16,128,42691,Excellent,27592
Oppo,Reno 7,2022,2,6,256,39532,Good,28536
Apple,iPhone 12,2023,1,8,64,117748,Good,65299
Apple,iPhone 11,2019,5,8,128,82712,Excellent,29076
Samsung,Galaxy A54,2022,2,12,64,18696,Good,20205
Samsung,Galaxy S22,2023,1,12,64,90731,Good,49441
Samsung,Galaxy S22,2019,5,6,128,45099,Excellent,18736
Xiaomi,Redmi Note 12,2019,5,16,128,106328,Excellent,37738
Oppo,Reno 8,2023,1,12,64,71575,Good,39550
Xiaomi,Mi 11 Lite,2020,4,8,256,81668,Good,36183
Realme,Realme 10,2023,1,16,128,17179,Fair,28863
Apple,iPhone 11,2023,1,16,512,54464,Good,66905
Vivo,Y100,2019,5,8,512,78353,Poor,37177
Xiaomi,Poco F5,2023,1,12,128,62068,Fair,35285
Xiaomi,Redmi 12,2019,5,4,256,116556,Good,27743
Oppo,A58,2019,5,4,64,18832,Excellent,9199
Samsung,Galaxy S22,2023,1,16,512,53402,Fair,52335
OnePlus,OnePlus Nord CE 3,2022,2,8,256,60475,Fair,35834
Realme,Realme 10,2020,4,16,64,40711,Fair,22551
Vivo,T2,2022,2,16,128,17708,Excellent,27673
Realme,Realme Narzo 60,2020,4,6,512,117842,Good,50159
Samsung,Galaxy A54,2020,4,4,64,109019,Poor,16789
Xiaomi,Redmi Note 11,2023,1,4,64,118614,Good,45304
Samsung,Galaxy S22,2021,3,4,256,80942,Excellent,44655
Samsung,Galaxy S23,2020,4,8,64,99444,Excellent,31556
OnePlus,OnePlus Nord CE 3,2023,1,8,64,56520,Fair,25930
Realme,Realme GT 2,2019,5,4,256,90225,Excellent,29208
Google,Pixel 6,2020,4,4,256,39618,Fair,20520
Apple,iPhone 14,2020,4,16,256,94747,Good,48517
Vivo,V27,2019,5,4,512,25578,Good,30866
Google,Pixel 6a,2023,1,8,256,50531,Good,44905
Samsung,Galaxy A34,2022,2,12,256,106649,Fair,52688
Oppo,A78,2020,4,8,256,61289,Good,28313
Samsung,Galaxy S23,2022,2,16,256,107036,Good,64416
Samsung,Galaxy M34,2019,5,12,128,38620,Excellent,25157
Vivo,V25,2019,5,8,128,41049,Good,17965
Samsung,Galaxy M34,2022,2,8,512,119245,Good,78599
Google,Pixel 6a,2020,4,4,64,40991,Excellent,17101
Samsung,Galaxy S22,2020,4,16,512,40917,Good,46004
OnePlus,OnePlus 11R,2019,5,8,64,43230,Good,14506
Samsung,Galaxy A54,2020,4,12,512,91361,Good,50366
Realme,Realme Narzo 60,2021,3,16,256,45949,Excellent,40360
OnePlus,OnePlus Nord CE 3,2021,3,12,256,41990,Good,34764
Vivo,T2,2021,3,6,64,109767,Good,32913
Xiaomi,Mi 11 Lite,2020,4,16,512,89816,Excellent,58245
Oppo,A78,2021,3,16,256,114575,Good,55523
Samsung,Galaxy M34,2022,2,4,64,117700,Good,42480
OnePlus,OnePlus 11,2019,5,6,512,91872,Fair,36092
Google,Pixel 6a,2019,5,6,128,99021,Good,26376
Oppo,Reno 8,2022,2,12,64,17426,Fair,17007
Google,Pixel 6,2019,5,8,64,106176,Good,25173
Google,Pixel 7 Pro,2019,5,16,256,16134,Fair,27364
Realme,Realme 11,2019,5,16,256,20039,Poor,28839
Apple,iPhone 12,2020,4,4,256,82087,Excellent,41228
Apple,iPhone 13,2021,3,12,256,58326,Good,38994
Apple,iPhone 14,2021,3,8,128,97409,Good,39775
Xiaomi,Redmi Note 12,2019,5,12,512,34296,Fair,41509
Google,Pixel 7 Pro,2023,1,6,64,35025,Good,24687
Apple,iPhone 11,2020,4,12,256,20668,Fair,27653
Realme,Realme 10,2021,3,6,64,94052,Good,29389
Oppo,A78,2022,2,12,256,22296,Fair,28949
Apple,iPhone 14,2019,5,16,512,40500,Excellent,45057
Oppo,F21 Pro,2021,3,16,256,78059,Good,48329
Samsung,Galaxy A34,2022,2,12,256,107471,Good,56135
Oppo,F21 Pro,2022,2,4,64,17591,Fair,11518
Vivo,V25,2019,5,6,128,99774,Good,21325
Oppo,Reno 8,2021,3,16,256,71358,Excellent,51057
Apple,iPhone 14,2022,2,8,128,21968,Excellent,23252
Realme,Realme 11,2023,1,12,256,69316,Excellent,47793
Apple,iPhone SE,2022,2,6,128,85293,Good,42101
Vivo,T2,2020,4,8,128,36113,Good,18452
OnePlus,OnePlus Nord 3,2019,5,6,512,107365,Excellent,42203
Realme,Realme Narzo 60,2022,2,8,64,23328,Good,17318
Xiaomi,Poco F5,2020,4,6,64,115252,Good,26700
Vivo,V27,2020,4,16,512,80774,Excellent,58315
Google,Pixel 7,2023,1,6,64,76510,Excellent,50773
Xiaomi,Redmi 12,2019,5,16,64,51413,Fair,21068
Oppo,A78,2023,1,16,256,25655,Fair,38039
Vivo,Y100,2019,5,4,64,48272,Fair,10178
OnePlus,OnePlus 11,2019,5,16,256,64810,Fair,36236
Xiaomi,Poco F5,2023,1,4,512,38185,Poor,33340
Google,Pixel 6,2022,2,4,512,91067,Fair,53992
Samsung,Galaxy M34,2020,4,6,64,66756,Poor,14012
Oppo,A78,2020,4,16,256,94698,Excellent,49135
Google,Pixel 7 Pro,2022,2,8,512,102923,Excellent,74521
Google,Pixel 7 Pro,2021,3,6,128,57239,Good,25001
OnePlus,OnePlus Nord 3,2023,1,4,512,36639,Good,42146
Google,Pixel 7,2020,4,12,64,59386,Good,27425
Oppo,A78,2022,2,4,256,49693,Fair,29459
Realme,Realme Narzo 60,2021,3,16,512,60913,Fair,52464
Vivo,V25,2022,2,6,64,54178,Good,22561
Xiaomi,Redmi Note 12,2023,1,8,128,82165,Fair,36938
Xiaomi,Redmi Note 12,2020,4,6,128,87075,Good,25727
Vivo,V27,2019,5,8,128,27226,Good,16455
Oppo,Reno 7,2023,1,6,128,81458,Good,37548
Realme,Realme 11,2022,2,12,128,35324,Fair,24013
Google,Pixel 7,2023,1,16,64,40183,Good,36261
Google,Pixel 6a,2020,4,4,512,80901,Fair,40276
Oppo,A58,2020,4,6,512,82914,Fair,43268
Vivo,T2,2022,2,12,256,48724,Fair,37180
Apple,iPhone 12,2023,1,8,256,43302,Good,38486
Xiaomi,Mi 11 Lite,2021,3,8,64,85130,Good,26595
OnePlus,OnePlus Nord CE 3,2023,1,8,128,47933,Excellent,36785
Samsung,Galaxy A34,2021,3,6,256,61287,Good,33470
Xiaomi,Redmi Note 12,2022,2,16,64,85014,Fair,38358
Oppo,A78,2019,5,12,512,99178,Fair,43949
Apple,iPhone 11,2023,1,8,64,37164,Poor,19343
Samsung,Galaxy S22,2022,2,4,128,29026,Poor,15643
Xiaomi,Redmi 12,2021,3,16,512,117020,Excellent,74584
Samsung,Galaxy S23,2020,4,8,64,79575,Fair,21955
Google,Pixel 6,2020,4,4,64,74821,Excellent,22737
Google,Pixel 7,2021,3,8,256,101795,Good,49879
Vivo,T2,2022,2,6,128,117412,Excellent,52603
Vivo,V25,2022,2,6,256,39519,Excellent,32681
OnePlus,OnePlus Nord CE 3,2023,1,6,128,113000,Good,53658
Google,Pixel 6a,2021,3,16,256,81798,Good,49468
Realme,Realme GT 2,2019,5,8,256,57788,Fair,25750
Realme,Realme 11,2023,1,12,512,20750,Good,45984
Apple,iPhone SE,2021,3,8,128,102985,Good,40942
Xiaomi,Mi 11 Lite,2020,4,6,512,60619,Good,41301
Oppo,Reno 8,2022,2,8,128,40479,Good,23010
Apple,iPhone 11,2019,5,12,64,97956,Excellent,29085
Vivo,Y100,2020,4,6,256,104462,Fair,32070
Vivo,Y56,2020,4,8,512,100103,Excellent,56785
Samsung,Galaxy S22,2019,5,6,64,56185,Good,16292
Google,Pixel 6a,2021,3,12,512,88616,Fair,53797
Realme,Realme Narzo 60,2023,1,4,512,115744,Poor,42727
Oppo,F21 Pro,2023,1,4,256,51683,Good,36228
Realme,Realme 11,2021,3,6,512,86094,Good,49227
Google,Pixel 6a,2023,1,16,64,82568,Excellent,62140
Samsung,Galaxy A34,2020,4,12,512,98494,Poor,48090
Xiaomi,Mi 11 Lite,2023,1,8,512,65818,Excellent,64391
Vivo,Y56,2019,5,8,128,101402,Fair,21289
Xiaomi,Redmi Note 11,2023,1,12,64,78400,Good,41354
OnePlus,OnePlus 11,2022,2,16,64,25878,Good,23919
OnePlus,OnePlus 11R,2019,5,12,64,84504,Good,21534
Apple,iPhone 13,2021,3,16,256,92485,Good,59941
Realme,Realme Narzo 60,2023,1,16,64,86128,Fair,42111
Vivo,V25,2019,5,16,512,64649,Good,51041
Oppo,A78,2023,1,16,512,94414,Good,68914
Realme,Realme 11,2022,2,6,512,119926,Excellent,73711
Vivo,V27,2019,5,12,64,49485,Poor,18458
Xiaomi,Redmi 12,2019,5,12,64,34692,Excellent,19782
Google,Pixel 7 Pro,2022,2,4,256,116607,Excellent,59927
Realme,Realme Narzo 60,2019,5,4,512,90476,Good,41719
Vivo,V25,2023,1,16,512,105610,Good,80826
Xiaomi,Poco F5,2021,3,4,64,38666,Good,14073
Realme,Realme GT 2,2021,3,4,128,26410,Excellent,16662
Vivo,Y56,2021,3,12,512,59757,Good,48215
Apple,iPhone SE,2022,2,6,512,110184,Fair,63983
Vivo,T2,2020,4,12,256,70021,Excellent,37806
Samsung,Galaxy S22,2020,4,4,256,70755,Excellent,31816
OnePlus,OnePlus Nord 3,2022,2,8,64,58919,Fair,22502
Realme,Realme 10,2023,1,4,256,112057,Excellent,56330
Vivo,V25,2019,5,6,512,113239,Good,39887
Google,Pixel 7,2021,3,6,256,25703,Fair,23919
Samsung,Galaxy M34,2022,2,6,256,21305,Fair,23331
OnePlus,OnePlus 11,2022,2,4,128,41177,Excellent,23470
Samsung,Galaxy A34,2019,5,12,128,28780,Fair,21049
Vivo,Y56,2020,4,6,128,69195,Fair,21250
Google,Pixel 7,2020,4,16,128,50440,Excellent,32558
Realme,Realme GT 2,2021,3,6,64,28026,Good,15689
Xiaomi,Redmi 12,2020,4,4,512,48776,Excellent,37047
Google,Pixel 7,2020,4,16,64,113614,Good,37981
Vivo,Y56,2023,1,4,256,110745,Fair,40828
Vivo,T2,2022,2,12,512,19006,Excellent,44583
Realme,Realme GT 2,2023,1,16,128,84497,Fair,39831
Apple,iPhone SE,2020,4,12,64,69710,Good,32606
Samsung,Galaxy S23,2019,5,6,128,49217,Fair,17778
Vivo,T2,2023,1,4,64,74993,Excellent,40326
Google,Pixel 6a,2023,1,8,128,57222,Excellent,44249
Oppo,A78,2023,1,4,256,24460,Good,22501
Oppo,F21 Pro,2019,5,4,128,37553,Poor,11634
Vivo,T2,2020,4,6,512,20368,Fair,31105
Google,Pixel 6,2021,3,8,256,32387,Good,30357
OnePlus,OnePlus Nord CE 3,2021,3,6,512,25283,Fair,36571
Samsung,Galaxy A54,2020,4,4,256,52663,Fair,24325
Google,Pixel 6a,2023,1,12,512,72530,Excellent,80665
OnePlus,OnePlus 11R,2020,4,12,512,20313,Good,38578
Google,Pixel 7 Pro,2021,3,4,256,90308,Fair,32239
OnePlus,OnePlus 11,2020,4,16,64,68218,Excellent,31101
Apple,iPhone SE,2023,1,16,256,103635,Good,80479
Realme,Realme 11,2020,4,16,128,54531,Good,33472
Google,Pixel 6a,2020,4,6,512,19552,Good,35929
Google,Pixel 6,2021,3,8,128,18722,Fair,18979
Realme,Realme GT 2,2019,5,4,256,64028,Fair,22986
Xiaomi,Redmi Note 12,2022,2,8,64,42386,Fair,22101
OnePlus,OnePlus 11,2019,5,6,64,95122,Poor,12620
Xiaomi,Redmi Note 11,2023,1,12,512,61806,Good,54141
Oppo,Reno 8,2020,4,6,64,43141,Good,14656
Samsung,Galaxy S23,2021,3,12,512,90874,Good,64325
Vivo,Y56,2019,5,6,512,62224,Good,34281
Xiaomi,Redmi Note 12,2021,3,6,256,88914,Good,34170
OnePlus,OnePlus 11,2020,4,12,512,57316,Good,41945
Apple,iPhone 12,2021,3,8,256,47766,Fair,29003
Realme,Realme 10,2022,2,12,64,43202,Fair,22934
Google,Pixel 6,2023,1,16,128,118119,Excellent,75212
Realme,Realme GT 2,2023,1,6,256,119428,Fair,51806
Oppo,A78,2022,2,12,256,27748,Good,34352
Xiaomi,Mi 11 Lite,2023,1,12,64,85469,Good,42729
Google,Pixel 6,2020,4,16,128,35323,Good,28336
Apple,iPhone SE,2021,3,16,512,50349,Good,53893
Samsung,Galaxy A54,2021,3,12,256,116710,Fair,48902
OnePlus,OnePlus Nord 3,2020,4,16,512,74222,Fair,49097
Apple,iPhone 11,2023,1,12,128,111844,Poor,38382
Realme,Realme GT 2,2021,3,6,128,92986,Good,34713
Xiaomi,Redmi Note 11,2020,4,8,512,16161,Good,34895
Samsung,Galaxy M34,2021,3,4,256,48654,Excellent,32441
Realme,Realme 10,2022,2,4,64,76386,Poor,16131
OnePlus,OnePlus 11R,2020,4,6,128,113071,Good,27401
Xiaomi,Redmi 12,2021,3,8,64,55130,Good,23838
Samsung,Galaxy S22,2019,5,6,512,30029,Good,33446
Samsung,Galaxy M34,2020,4,12,128,48783,Fair,23810
Oppo,A58,2019,5,12,128,74754,Excellent,30090
Google,Pixel 6a,2019,5,6,512,20543,Excellent,31406
Apple,iPhone 14,2020,4,12,256,101593,Good,46373
Google,Pixel 6a,2021,3,6,256,77008,Poor,25782
OnePlus,OnePlus 11R,2022,2,12,64,31663,Good,24066
Oppo,F21 Pro,2020,4,6,512,110381,Excellent,55060
OnePlus,OnePlus Nord 3,2023,1,12,512,83312,Good,69620
OnePlus,OnePlus Nord 3,2021,3,16,256,24615,Good,35182
Google,Pixel 7 Pro,2022,2,4,64,71918,Good,30743
Google,Pixel 7 Pro,2022,2,4,64,45005,Poor,14716
Oppo,A78,2022,2,8,128,118246,Fair,35415
Xiaomi,Redmi Note 12,2022,2,8,128,96845,Excellent,49899
Oppo,A78,2022,2,8,64,63924,Excellent,32997
Vivo,V25,2023,1,16,512,99698,Good,68602
OnePlus,OnePlus Nord CE 3,2021,3,8,64,29389,Fair,17639
Vivo,T2,2019,5,6,64,96006,Good,18519
OnePlus,OnePlus Nord 3,2023,1,8,64,62234,Fair,27971
OnePlus,OnePlus Nord CE 3,2022,2,16,512,116448,Fair,65075
Xiaomi,Poco F5,2023,1,8,64,119635,Fair,40101
Realme,Realme 11,2023,1,8,256,100959,Excellent,67737
Google,Pixel 7 Pro,2020,4,8,64,114227,Fair,29194
Google,Pixel 7 Pro,2021,3,12,256,27254,Excellent,30739
Apple,iPhone 12,2021,3,6,256,57431,Good,35919
Samsung,Galaxy S22,2022,2,4,256,94079,Good,43356
Realme,Realme GT 2,2021,3,16,512,113187,Fair,60956
Xiaomi,Poco F5,2023,1,16,128,48367,Poor,32632
Oppo,Reno 8,2022,2,12,256,53367,Fair,35677
Xiaomi,Mi 11 Lite,2019,5,16,256,100489,Good,42220
Apple,iPhone 14,2023,1,8,64,63291,Excellent,41624
OnePlus,OnePlus 11R,2021,3,12,64,36164,Excellent,26644
Xiaomi,Redmi 12,2021,3,16,512,79757,Good,53558
Realme,Realme 11,2020,4,4,128,46728,Excellent,19284
Realme,Realme GT 2,2023,1,6,128,37490,Good,22974
Oppo,Reno 7,2020,4,12,64,32027,Good,18413
Samsung,Galaxy S22,2019,5,16,256,112799,Good,44153
Apple,iPhone 11,2021,3,8,256,76816,Good,41027
Google,Pixel 7 Pro,2021,3,8,256,45979,Good,33284
Vivo,V25,2019,5,12,128,88373,Good,28590
OnePlus,OnePlus Nord 3,2022,2,6,128,15692,Excellent,18303
Realme,Realme 10,2020,4,6,64,21533,Fair,10700
Vivo,T2,2023,1,6,256,22933,Poor,23077
Samsung,Galaxy S22,2023,1,12,128,65013,Excellent,54108
Oppo,Reno 7,2023,1,4,256,49493,Good,33939
Realme,Realme 11,2022,2,6,256,73502,Poor,27405
Oppo,F21 Pro,2019,5,12,256,96502,Fair,34128
Apple,iPhone 11,2019,5,6,64,119407,Good,26334
Vivo,V25,2019,5,4,64,90318,Good,17178
Realme,Realme GT 2,2022,2,8,256,27720,Good,26579
Google,Pixel 7,2023,1,6,64,92242,Good,49002
Realme,Realme Narzo 60,2023,1,8,256,86042,Excellent,52576
Realme,Realme Narzo 60,2022,2,16,64,91946,Fair,36742
Apple,iPhone 11,2022,2,8,64,109658,Excellent,61218
Oppo,A78,2019,5,12,128,71652,Excellent,29252
Realme,Realme 10,2020,4,4,128,59439,Good,19480
Apple,iPhone 12,2019,5,4,128,112624,Excellent,26278
Google,Pixel 6a,2019,5,12,64,117166,Poor,22593
Xiaomi,Redmi Note 12,2020,4,16,256,74213,Good,41769
Realme,Realme 11,2022,2,8,512,110386,Fair,55800
Google,Pixel 6,2022,2,4,512,97733,Poor,40866
Apple,iPhone SE,2023,1,16,64,60203,Excellent,55041
Apple,iPhone 13,2023,1,6,256,57814,Fair,37972
Realme,Realme 11,2021,3,8,256,24190,Good,27934
Vivo,Y56,2022,2,4,64,36042,Fair,15100
Google,Pixel 6a,2021,3,6,512,35918,Good,43139
Samsung,Galaxy A54,2022,2,8,512,67349,Excellent,62305
Apple,iPhone 12,2023,1,12,128,29997,Excellent,35936
OnePlus,OnePlus 11R,2022,2,16,128,43756,Poor,26284
Realme,Realme Narzo 60,2021,3,8,256,16375,Good,24768
Realme,Realme Narzo 60,2019,5,16,64,111870,Good,30530
Apple,iPhone 12,2021,3,6,256,16073,Excellent,25432
Xiaomi,Redmi Note 12,2023,1,16,64,55734,Excellent,42049
Oppo,A58,2019,5,12,64,27021,Good,18188
Samsung,Galaxy S22,2019,5,6,128,89024,Good,21560
Vivo,Y56,2021,3,6,512,20622,Good,32859
Xiaomi,Redmi 12,2019,5,12,64,54255,Good,22115
OnePlus,OnePlus 11R,2023,1,4,512,108309,Good,70622
Apple,iPhone SE,2021,3,8,64,68775,Good,29361
Apple,iPhone 12,2019,5,6,512,39299,Fair,34710
Samsung,Galaxy M34,2023,1,16,128,29175,Fair,29073
Realme,Realme 10,2020,4,4,512,101971,Excellent,47805
Realme,Realme Narzo 60,2022,2,4,64,61216,Good,22792
Realme,Realme Narzo 60,2019,5,12,64,111502,Good,27675
Realme,Realme 10,2023,1,16,512,20033,Fair,43984
Samsung,Galaxy A54,2019,5,16,256,53498,Poor,28603
OnePlus,OnePlus Nord CE 3,2023,1,12,64,110305,Poor,29127
Realme,Realme 10,2022,2,16,256,76084,Good,52365
Realme,Realme Narzo 60,2019,5,6,512,17795,Excellent,31592
Samsung,Galaxy M34,2020,4,12,128,43022,Good,25244
Apple,iPhone 12,2022,2,16,256,106962,Excellent,77078
Vivo,V27,2022,2,4,512,112206,Fair,49369
Xiaomi,Mi 11 Lite,2021,3,4,64,98087,Good,26031
Google,Pixel 6a,2022,2,12,256,16577,Good,33053
Realme,Realme Narzo 60,2020,4,6,512,76957,Good,47486
Oppo,Reno 8,2019,5,8,128,59414,Excellent,20720
Xiaomi,Poco F5,2023,1,8,128,36045,Good,27675
Google,Pixel 7 Pro,2022,2,8,256,30240,Poor,26063
Google,Pixel 6,2022,2,8,256,76826,Excellent,48329
Xiaomi,Redmi Note 12,2021,3,12,256,35008,Fair,31656
Samsung,Galaxy S22,2022,2,16,64,69970,Good,41161
Oppo,A78,2022,2,8,512,55205,Good,50588
Realme,Realme Narzo 60,2019,5,12,512,62766,Good,42025
Apple,iPhone 12,2020,4,12,256,104863,Good,47819
Oppo,Reno 8,2020,4,16,512,106391,Excellent,62576
Samsung,Galaxy S22,2022,2,4,64,38649,Excellent,22183
Realme,Realme Narzo 60,2023,1,4,128,98981,Poor,24266
Samsung,Galaxy M34,2019,5,16,512,66796,Good,52323
Oppo,F21 Pro,2020,4,4,256,104360,Good,30076
OnePlus,OnePlus 11R,2020,4,4,256,64112,Good,29056
Google,Pixel 7 Pro,2019,5,16,512,41312,Good,44019
Samsung,Galaxy A54,2022,2,6,256,60212,Excellent,38736
Apple,iPhone 14,2019,5,4,512,26523,Good,30225
Xiaomi,Redmi Note 12,2022,2,6,64,100430,Excellent,47190
Google,Pixel 6a,2020,4,6,512,89807,Good,44998
Vivo,Y56,2019,5,16,256,97214,Fair,38815
Apple,iPhone 12,2020,4,6,128,51547,Poor,17290
Apple,iPhone 13,2019,5,12,128,109000,Fair,26940
Oppo,F21 Pro,2019,5,8,256,49635,Poor,21291
Vivo,Y100,2021,3,4,128,80776,Excellent,31963
Realme,Realme Narzo 60,2019,5,12,256,109781,Good,38172
OnePlus,OnePlus Nord 3,2023,1,8,64,115905,Excellent,63793
Google,Pixel 6a,2020,4,4,128,42094,Excellent,21663
Vivo,T2,2021,3,4,512,41081,Poor,31580
OnePlus,OnePlus 11R,2023,1,16,64,31562,Good,31074
Google,Pixel 6,2021,3,16,128,78143,Good,40018
OnePlus,OnePlus Nord 3,2021,3,4,64,26962,Fair,10947
Realme,Realme GT 2,2020,4,16,512,102245,Good,53635
Xiaomi,Redmi 12,2020,4,6,64,95356,Fair,21281
Samsung,Galaxy A34,2019,5,16,128,73565,Fair,27225
Samsung,Galaxy S22,2023,1,12,256,21937,Fair,32576
Realme,Realme GT 2,2021,3,4,64,94737,Excellent,35310
Realme,Realme GT 2,2023,1,6,256,74470,Good,44645
Samsung,Galaxy S23,2019,5,8,128,41655,Good,20761
Samsung,Galaxy S23,2023,1,12,512,50333,Good,53054
Apple,iPhone 11,2023,1,12,64,26360,Excellent,27988
Apple,iPhone 12,2022,2,4,512,75942,Fair,53027
Google,Pixel 6a,2021,3,6,128,72473,Good,31941
Oppo,Reno 8,2022,2,6,64,87394,Excellent,39411
Xiaomi,Redmi Note 11,2019,5,16,512,47167,Good,46605
Google,Pixel 7,2019,5,6,512,32272,Good,37752
OnePlus,OnePlus 11R,2019,5,16,128,66567,Good,30130
Oppo,A58,2020,4,16,512,105697,Good,54550
Google,Pixel 6,2023,1,16,128,16552,Good,30779
Realme,Realme GT 2,2020,4,8,512,88591,Good,43195
Oppo,A78,2022,2,16,256,52394,Excellent,46287
Apple,iPhone 13,2022,2,4,128,53367,Good,28940
Apple,iPhone 12,2019,5,12,64,62691,Fair,20790
Xiaomi,Redmi Note 12,2020,4,8,512,102347,Fair,46811
Vivo,Y100,2023,1,4,64,30896,Good,18048
Apple,iPhone SE,2022,2,12,512,108254,Fair,68531
Apple,iPhone 14,2020,4,4,64,97643,Good,30080
Oppo,F21 Pro,2021,3,6,128,26549,Good,19767
Samsung,Galaxy M34,2020,4,12,128,79148,Good,29530
Apple,iPhone 13,2019,5,16,256,96149,Excellent,46288
OnePlus,OnePlus 11,2021,3,12,512,22489,Fair,40635
Xiaomi,Redmi 12,2022,2,16,128,102173,Good,47058
Apple,iPhone 11,2022,2,8,128,110965,Good,51413
Google,Pixel 6,2021,3,12,256,37884,Fair,34880
Xiaomi,Poco F5,2020,4,16,256,106828,Good,46695
Oppo,Reno 8,2020,4,16,512,81708,Fair,53505
Apple,iPhone SE,2021,3,6,512,15363,Excellent,37246
Apple,iPhone 13,2019,5,4,256,58965,Fair,22616
Realme,Realme GT 2,2020,4,16,128,45825,Fair,30121
Apple,iPhone SE,2021,3,6,512,36584,Fair,37140
Oppo,A78,2021,3,4,256,54563,Good,28667
Xiaomi,Mi 11 Lite,2023,1,12,128,44140,Fair,27791
Oppo,F21 Pro,2022,2,16,128,73095,Good,40463
Oppo,Reno 7,2020,4,12,512,87534,Good,49490
Vivo,Y56,2022,2,12,128,30734,Excellent,26139
Xiaomi,Redmi 12,2021,3,6,512,95583,Good,48763
Samsung,Galaxy S23,2021,3,6,512,17779,Excellent,39578
Google,Pixel 6a,2021,3,6,128,32400,Fair,17410
Apple,iPhone 14,2021,3,6,64,56139,Good,24664
Realme,Realme GT 2,2019,5,16,128,93353,Excellent,32885
OnePlus,OnePlus 11,2021,3,6,64,78221,Good,25200
Google,Pixel 7,2022,2,16,128,39918,Fair,35944
Apple,iPhone 13,2022,2,4,256,117924,Fair,47678
Xiaomi,Redmi 12,2023,1,8,128,61330,Good,33466
Google,Pixel 6a,2023,1,4,512,45225,Poor,39093
Vivo,Y56,2021,3,16,256,83199,Good,46783
OnePlus,OnePlus Nord 3,2021,3,12,512,103657,Good,61069
Apple,iPhone SE,2020,4,6,512,28515,Excellent,39535
OnePlus,OnePlus 11R,2023,1,16,64,92129,Fair,40742
Vivo,V25,2020,4,12,512,26618,Good,39114
Oppo,Reno 8,2022,2,8,512,76465,Poor,47519
Oppo,A58,2023,1,4,256,57470,Good,33200
Google,Pixel 6a,2023,1,12,512,87015,Fair,62956
OnePlus,OnePlus Nord CE 3,2020,4,16,512,81543,Excellent,57317
Oppo,Reno 7,2022,2,8,64,42105,Poor,17335
Apple,iPhone SE,2020,4,8,128,116187,Good,36369
Samsung,Galaxy M34,2021,3,6,256,119824,Good,46935
Oppo,A78,2021,3,6,512,41627,Poor,32484
OnePlus,OnePlus 11R,2022,2,6,512,108122,Good,65401
Xiaomi,Poco F5,2019,5,6,64,49765,Good,14356
Oppo,F21 Pro,2022,2,6,512,87267,Good,53087
Samsung,Galaxy S22,2019,5,8,256,19951,Good,24842
Realme,Realme 10,2019,5,12,64,15835,Good,15094
Google,Pixel 6,2021,3,8,128,117326,Poor,30175
Google,Pixel 7,2023,1,8,512,30823,Good,45315
OnePlus,OnePlus 11,2019,5,6,64,73097,Good,14918
Realme,Realme 11,2022,2,12,256,55633,Fair,36903
Realme,Realme Narzo 60,2022,2,16,64,74342,Good,42176
Xiaomi,Redmi Note 11,2020,4,12,512,94315,Fair,48640
Realme,Realme 11,2022,2,16,512,72889,Fair,51297
Google,Pixel 6a,2019,5,16,256,59921,Good,37616
OnePlus,OnePlus Nord CE 3,2021,3,16,512,73560,Fair,51392
Oppo,A58,2019,5,4,64,60124,Excellent,13517
OnePlus,OnePlus 11R,2021,3,8,512,79817,Excellent,57535
Samsung,Galaxy M34,2021,3,4,512,118801,Good,59444
Samsung,Galaxy S23,2020,4,8,64,84711,Poor,18348
OnePlus,OnePlus Nord 3,2019,5,12,64,111887,Good,25191
Samsung,Galaxy M34,2021,3,4,64,62340,Excellent,26815
Samsung,Galaxy A54,2019,5,16,128,29390,Excellent,24474
Apple,iPhone SE,2021,3,16,64,118920,Poor,31450
Apple,iPhone 12,2021,3,6,128,97234,Good,36302
Realme,Realme 10,2022,2,8,64,46556,Poor,16340
