brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size,release_year,age_years,condition,original_price,fair_price
Dell,Ryzen 9,16,256,SSD,GTX 1650,15.6,2022,2,Poor,100300,12454
Apple,i3,8,1024,HDD,M1 GPU,16.0,2018,6,Fair,68993,8000
Dell,i5,8,2048,SSD,RTX 3050,13.0,2019,5,Fair,100840,10181
HP,Ryzen 5,16,256,SSD,M1 GPU,14.0,2023,1,Good,77717,20510
Acer,Ryzen 7,8,2048,SSD,RTX 3050,16.0,2018,6,Poor,106650,8000
MSI,Ryzen 7,8,2048,SSD,RTX 3060,15.6,2019,5,Good,125563,19178
HP,i7,32,1024,SSD,GTX 1650,14.0,2023,1,Fair,110686,25284
HP,i3,32,1024,SSD,GTX 1650,14.0,2022,2,Fair,99588,17474
Acer,i3,32,1024,HDD,RTX 3060,14.0,2023,1,Good,110317,33045
Apple,Ryzen 5,64,2048,SSD,M2 GPU,15.6,2022,2,Good,153939,55060
Lenovo,Ryzen 7,8,1024,SSD,RTX 3050,16.0,2022,2,Poor,89108,10242
MSI,i5,32,256,SSD,RTX 4070,13.0,2020,4,Fair,128182,20225
Dell,Ryzen 9,32,512,SSD,GTX 1650,17.0,2021,3,Good,122158,27477
Dell,i5,8,512,HDD,RTX 3060,16.0,2019,5,Fair,91844,9033
Dell,i3,16,512,SSD,Integrated,17.0,2021,3,Good,59963,13939
Lenovo,i7,32,256,SSD,M2 GPU,14.0,2022,2,Fair,119050,23413
MSI,i5,64,256,SSD,Integrated,15.6,2023,1,Excellent,106379,41917
MSI,i7,8,256,SSD,RTX 3050,17.0,2021,3,Fair,95562,17654
Lenovo,i5,8,256,SSD,RTX 3060,17.0,2022,2,Good,85117,23274
Asus,M2,64,512,SSD,Integrated,14.0,2023,1,Good,146126,47967
Acer,i9,64,2048,SSD,M2 GPU,16.0,2018,6,Good,215006,18447
Acer,Ryzen 5,8,2048,HDD,M1 GPU,13.0,2023,1,Poor,74489,9325
Acer,Ryzen 5,16,256,SSD,RTX 3050,14.0,2019,5,Good,74139,9493
Dell,Ryzen 7,8,256,SSD,RTX 3060,13.0,2020,4,Excellent,102024,24205
Dell,i7,64,256,HDD,GTX 1650,15.6,2023,1,Good,146908,48334
Acer,M2,8,512,HDD,RTX 4070,13.0,2022,2,Good,142344,32144
Dell,i3,64,2048,SSD,M2 GPU,13.0,2018,6,Excellent,152272,20509
Apple,i5,8,1024,HDD,RTX 3050,14.0,2018,6,Good,86430,10083
Lenovo,i7,16,256,SSD,RTX 3050,17.0,2018,6,Good,96176,8892
Acer,i7,32,2048,SSD,RTX 3050,14.0,2018,6,Good,134129,11477
Acer,i7,8,256,SSD,M1 GPU,15.6,2019,5,Poor,92791,8000
Apple,i3,8,2048,SSD,RTX 3050,17.0,2020,4,Poor,93321,9570
Apple,Ryzen 5,16,2048,HDD,M1 GPU,14.0,2018,6,Good,88152,9897
MSI,Ryzen 9,64,256,SSD,M1 GPU,15.6,2023,1,Poor,161194,23956
MSI,M2,8,2048,SSD,RTX 4070,14.0,2018,6,Good,165712,19574
Dell,Ryzen 5,16,512,SSD,Integrated,15.6,2018,6,Good,64648,8000
Dell,i7,64,512,SSD,GTX 1650,14.0,2020,4,Excellent,144708,37151
Apple,M2,16,2048,SSD,RTX 3060,15.6,2019,5,Excellent,160184,39218
MSI,M2,8,2048,SSD,Integrated,15.6,2021,3,Excellent,123487,36201
Lenovo,M2,16,256,HDD,M1 GPU,15.6,2022,2,Good,115214,32563
Dell,i3,8,256,SSD,Integrated,13.0,2021,3,Good,51132,12227
Acer,Ryzen 7,64,512,SSD,GTX 1650,15.6,2023,1,Fair,132261,24757
Dell,i9,8,1024,HDD,GTX 1650,15.6,2021,3,Good,106356,23078
Apple,M1,32,256,HDD,M2 GPU,16.0,2018,6,Good,121160,14173
Lenovo,i5,32,512,SSD,RTX 3050,14.0,2023,1,Fair,114481,27791
Lenovo,i9,32,1024,SSD,M1 GPU,15.6,2019,5,Good,143389,22504
Lenovo,i3,8,256,SSD,Integrated,13.0,2021,3,Fair,45763,8000
Lenovo,Ryzen 5,16,256,HDD,RTX 3050,16.0,2023,1,Good,78348,25384
Asus,i5,16,1024,SSD,RTX 3050,14.0,2018,6,Good,91201,8684
Lenovo,Ryzen 7,64,2048,SSD,Integrated,15.6,2023,1,Good,136247,46498
Asus,Ryzen 5,8,512,HDD,GTX 1650,15.6,2022,2,Good,67113,18754
Dell,i9,64,2048,SSD,GTX 1650,13.0,2022,2,Excellent,195022,72464
Asus,Ryzen 9,16,2048,HDD,RTX 4070,16.0,2023,1,Good,148545,49290
Dell,i3,8,256,SSD,RTX 3050,17.0,2020,4,Good,64975,12790
MSI,i3,64,1024,SSD,M1 GPU,13.0,2023,1,Good,124694,41495
Acer,i9,32,2048,SSD,Integrated,17.0,2019,5,Fair,144918,12901
Acer,i3,16,256,SSD,GTX 1650,15.6,2023,1,Good,60079,17142
HP,M2,16,2048,SSD,M2 GPU,15.6,2023,1,Poor,153857,20781
Asus,M2,32,256,SSD,RTX 3050,15.6,2019,5,Fair,143426,13600
HP,i7,8,512,SSD,RTX 4070,17.0,2018,6,Poor,125891,8000
HP,i3,32,256,SSD,Integrated,15.6,2019,5,Good,71110,8481
Dell,M2,32,256,SSD,RTX 4070,17.0,2020,4,Good,182639,30625
Apple,M2,64,2048,HDD,Integrated,13.0,2020,4,Good,153629,35372
Asus,i7,32,512,SSD,M2 GPU,15.6,2020,4,Good,114392,21862
Lenovo,i5,64,2048,HDD,RTX 3060,13.0,2021,3,Good,161507,40512
HP,i5,8,256,HDD,RTX 3060,17.0,2020,4,Good,76773,12041
Acer,M1,32,1024,SSD,RTX 3050,16.0,2021,3,Good,125450,27811
Acer,i5,16,2048,SSD,RTX 3060,16.0,2019,5,Good,129711,15116
Dell,Ryzen 5,64,256,SSD,GTX 1650,16.0,2018,6,Good,108351,11308
Lenovo,Ryzen 9,64,256,SSD,M1 GPU,17.0,2019,5,Fair,170900,18118
HP,i9,16,256,SSD,M1 GPU,14.0,2021,3,Fair,114400,16766
Lenovo,M2,64,256,SSD,M1 GPU,16.0,2019,5,Excellent,173244,28862
HP,i5,64,1024,HDD,GTX 1650,13.0,2023,1,Good,129808,41006
Acer,i3,16,256,HDD,RTX 4070,14.0,2023,1,Good,96733,25876
MSI,Ryzen 5,32,1024,HDD,M2 GPU,16.0,2019,5,Good,109177,16585
Dell,Ryzen 5,32,512,SSD,RTX 4070,15.6,2022,2,Fair,135433,28280
Dell,M1,16,1024,SSD,M2 GPU,17.0,2022,2,Fair,135265,25386
Acer,Ryzen 7,64,1024,HDD,RTX 3050,17.0,2020,4,Fair,153893,20413
Lenovo,i3,32,2048,HDD,RTX 4070,15.6,2023,1,Good,130707,42389
Lenovo,Ryzen 7,16,1024,HDD,GTX 1650,13.0,2021,3,Fair,78977,13456
Lenovo,i7,64,256,HDD,GTX 1650,15.6,2018,6,Good,123828,12972
HP,M2,64,2048,SSD,RTX 3050,14.0,2021,3,Good,207140,48084
Apple,i5,64,512,HDD,RTX 3060,13.0,2023,1,Good,129315,51821
MSI,Ryzen 7,16,2048,HDD,RTX 4070,16.0,2022,2,Good,121146,38809
Acer,Ryzen 7,32,256,SSD,RTX 3060,13.0,2021,3,Good,109924,22230
Acer,i5,64,512,HDD,M2 GPU,15.6,2020,4,Good,135728,23350
Acer,i7,64,2048,HDD,RTX 4070,17.0,2019,5,Good,188700,26107
HP,M1,64,2048,SSD,RTX 3060,17.0,2019,5,Good,179714,25529
Acer,Ryzen 9,64,256,HDD,RTX 3050,17.0,2018,6,Excellent,176461,21654
MSI,Ryzen 9,8,2048,HDD,RTX 4070,16.0,2021,3,Poor,132443,15774
HP,i7,16,1024,HDD,M2 GPU,16.0,2019,5,Good,101208,12741
HP,i9,32,256,SSD,RTX 4070,13.0,2021,3,Fair,158641,23520
Asus,M1,64,512,SSD,Integrated,16.0,2022,2,Poor,136390,15248
Apple,i5,64,512,HDD,M2 GPU,14.0,2020,4,Fair,138737,21410
Acer,M1,64,512,SSD,RTX 3060,16.0,2023,1,Good,184913,56936
HP,M2,32,512,SSD,GTX 1650,13.0,2023,1,Good,146300,43906
Dell,Ryzen 9,32,256,HDD,Integrated,16.0,2019,5,Good,101885,15273
MSI,Ryzen 7,32,2048,SSD,RTX 3050,14.0,2021,3,Good,136668,36391
Asus,i3,8,256,SSD,RTX 4070,13.0,2021,3,Good,96798,20306
MSI,M1,8,256,SSD,M1 GPU,16.0,2022,2,Good,92705,25405
HP,Ryzen 7,64,256,SSD,M2 GPU,13.0,2023,1,Fair,144286,29665
Lenovo,i3,32,1024,SSD,RTX 4070,16.0,2018,6,Good,120371,12097
Apple,Ryzen 9,32,512,HDD,RTX 4070,14.0,2019,5,Good,145712,24271
Apple,i3,8,1024,SSD,GTX 1650,14.0,2020,4,Good,62652,13496
HP,Ryzen 9,8,256,HDD,RTX 4070,14.0,2023,1,Good,132616,42359
HP,i5,8,1024,SSD,RTX 4070,13.0,2020,4,Poor,121740,9514
MSI,Ryzen 5,32,2048,SSD,Integrated,13.0,2021,3,Poor,115081,13652
Lenovo,i5,64,256,SSD,RTX 3060,13.0,2022,2,Good,131891,34265
Acer,i3,32,2048,SSD,RTX 3050,15.6,2020,4,Good,122606,20567
Asus,Ryzen 5,64,1024,HDD,M1 GPU,14.0,2023,1,Fair,114786,25580
Dell,i3,32,1024,SSD,Integrated,17.0,2020,4,Excellent,79576,19344
Lenovo,i3,16,1024,SSD,RTX 3060,14.0,2023,1,Fair,105674,25334
HP,i3,32,2048,HDD,RTX 3060,14.0,2018,6,Good,113496,11515
HP,i7,16,2048,SSD,RTX 3060,13.0,2019,5,Fair,133677,13950
HP,i9,16,2048,SSD,M2 GPU,16.0,2023,1,Poor,151432,18747
Acer,Ryzen 7,16,256,HDD,GTX 1650,15.6,2020,4,Excellent,79105,18175
Dell,i7,64,256,SSD,GTX 1650,14.0,2019,5,Poor,148917,9319
MSI,i3,16,256,HDD,RTX 3050,14.0,2022,2,Fair,71484,14055
Acer,i3,64,512,SSD,GTX 1650,14.0,2023,1,Good,119248,31228
Dell,Ryzen 5,16,256,SSD,RTX 3060,16.0,2020,4,Fair,99940,13691
MSI,i7,64,512,SSD,RTX 3060,13.0,2020,4,Excellent,171751,44435
MSI,Ryzen 5,64,1024,HDD,RTX 4070,17.0,2018,6,Fair,174820,14253
Lenovo,Ryzen 9,16,256,SSD,M2 GPU,17.0,2022,2,Poor,127649,15007
MSI,Ryzen 5,64,1024,SSD,M2 GPU,16.0,2018,6,Good,152645,15555
MSI,i3,8,256,SSD,M1 GPU,14.0,2022,2,Excellent,65040,26138
Acer,i3,8,512,SSD,Integrated,13.0,2023,1,Good,55211,14515
Asus,Ryzen 7,8,1024,HDD,M2 GPU,17.0,2020,4,Good,84915,14004
MSI,M2,16,512,HDD,GTX 1650,16.0,2023,1,Good,110937,41127
Dell,M2,16,512,SSD,RTX 3060,15.6,2020,4,Good,130868,25049
Apple,i9,32,2048,HDD,RTX 3060,17.0,2022,2,Good,150102,46237
Apple,Ryzen 7,16,2048,SSD,M2 GPU,16.0,2020,4,Poor,115946,11229
HP,i5,32,1024,SSD,M2 GPU,15.6,2018,6,Fair,113587,8000
Apple,i7,32,512,SSD,RTX 3050,14.0,2023,1,Good,120751,46085
Apple,i5,32,512,SSD,RTX 4070,14.0,2022,2,Good,133145,48219
HP,i5,32,2048,SSD,Integrated,17.0,2019,5,Good,110592,13253
Lenovo,i3,64,2048,SSD,Integrated,13.0,2020,4,Good,126960,25043
Acer,i3,64,512,HDD,RTX 3050,17.0,2020,4,Poor,128836,9114
Acer,i3,16,256,SSD,Integrated,14.0,2020,4,Good,59258,9823
MSI,M2,64,512,SSD,M2 GPU,13.0,2019,5,Excellent,201883,38723
MSI,M2,8,512,SSD,GTX 1650,14.0,2020,4,Fair,109851,17428
MSI,Ryzen 9,8,2048,SSD,GTX 1650,16.0,2018,6,Excellent,122990,15319
Dell,i7,16,1024,SSD,GTX 1650,13.0,2021,3,Good,98199,23356
Apple,i9,32,512,SSD,RTX 3050,15.6,2020,4,Fair,141850,21866
MSI,M1,64,2048,SSD,RTX 3050,13.0,2022,2,Good,179213,48112
HP,i9,64,512,SSD,RTX 3060,17.0,2023,1,Good,173982,52169
Apple,Ryzen 5,8,1024,SSD,M2 GPU,16.0,2020,4,Good,85835,18839
MSI,i9,8,2048,HDD,M2 GPU,16.0,2019,5,Good,122711,17222
Apple,i7,32,512,SSD,M1 GPU,17.0,2021,3,Fair,123879,24342
MSI,i7,32,512,SSD,M2 GPU,13.0,2021,3,Fair,129327,22698
Apple,Ryzen 9,16,1024,SSD,GTX 1650,16.0,2022,2,Excellent,128460,54066
MSI,Ryzen 9,64,1024,SSD,M2 GPU,15.6,2018,6,Good,180254,21317
HP,i9,16,512,SSD,Integrated,17.0,2020,4,Excellent,99401,19970
MSI,i5,64,1024,SSD,RTX 3050,16.0,2018,6,Fair,149410,12396
HP,M1,64,2048,SSD,RTX 3050,14.0,2020,4,Excellent,203254,41299
Lenovo,i3,16,512,HDD,GTX 1650,16.0,2023,1,Good,63091,20914
Asus,M1,8,256,SSD,M1 GPU,14.0,2022,2,Good,99918,24323
HP,M2,64,512,SSD,Integrated,14.0,2021,3,Good,156555,29848
Dell,i5,64,2048,SSD,GTX 1650,13.0,2020,4,Excellent,152453,34598
MSI,M2,16,512,SSD,RTX 3060,17.0,2021,3,Excellent,134377,40984
Acer,Ryzen 5,16,2048,SSD,GTX 1650,16.0,2023,1,Fair,92865,18175
Acer,i9,64,256,SSD,RTX 4070,16.0,2021,3,Good,215658,39635
Lenovo,Ryzen 5,64,256,SSD,M1 GPU,16.0,2018,6,Good,129126,12518
MSI,i3,8,512,HDD,GTX 1650,17.0,2022,2,Good,60415,16929
Acer,i3,8,1024,SSD,RTX 3060,15.6,2023,1,Good,80329,24133
Lenovo,i9,32,256,SSD,M1 GPU,13.0,2023,1,Poor,135356,18294
MSI,i3,64,2048,SSD,RTX 3050,15.6,2022,2,Excellent,138547,55632
Lenovo,i3,32,512,SSD,Integrated,13.0,2019,5,Good,77587,10685
Lenovo,i3,32,2048,SSD,RTX 3050,16.0,2021,3,Good,120728,29302
Lenovo,Ryzen 7,32,512,SSD,RTX 3050,17.0,2022,2,Good,104090,27959
Asus,Ryzen 7,32,1024,SSD,GTX 1650,14.0,2020,4,Good,112513,20440
Apple,M1,32,2048,SSD,RTX 3060,15.6,2019,5,Poor,157297,12642
Lenovo,Ryzen 7,16,2048,SSD,GTX 1650,16.0,2018,6,Good,123780,11487
MSI,M1,32,1024,HDD,RTX 3060,13.0,2021,3,Good,143567,34374
Asus,Ryzen 5,16,256,SSD,Integrated,17.0,2018,6,Good,66131,8000
Apple,i3,32,512,SSD,RTX 3060,13.0,2022,2,Good,97029,35492
HP,M2,16,256,SSD,RTX 3060,15.6,2023,1,Excellent,139980,47744
Apple,M1,8,1024,SSD,RTX 3050,17.0,2023,1,Excellent,117379,61474
HP,Ryzen 9,16,256,HDD,Integrated,14.0,2019,5,Good,88105,10725
Lenovo,i9,8,256,SSD,RTX 3060,14.0,2021,3,Good,127718,26642
Dell,Ryzen 9,16,512,HDD,RTX 3050,17.0,2020,4,Good,109336,21050
Acer,M2,16,2048,SSD,RTX 3050,15.6,2020,4,Good,153940,25656
Acer,Ryzen 9,8,2048,SSD,M1 GPU,15.6,2019,5,Fair,133382,13079
Asus,Ryzen 9,8,256,SSD,GTX 1650,14.0,2022,2,Good,94946,26511
Lenovo,Ryzen 5,16,1024,HDD,M1 GPU,13.0,2019,5,Fair,78704,8922
Lenovo,Ryzen 9,8,512,SSD,M2 GPU,17.0,2018,6,Good,117551,12026
MSI,Ryzen 5,64,512,SSD,M2 GPU,15.6,2019,5,Good,135753,20665
Lenovo,i9,32,512,SSD,GTX 1650,17.0,2023,1,Poor,122672,17423
MSI,M2,8,1024,SSD,M2 GPU,16.0,2021,3,Good,125498,27960
Acer,Ryzen 5,32,256,HDD,RTX 3050,14.0,2020,4,Excellent,98680,20591
MSI,i7,32,512,SSD,M2 GPU,15.6,2023,1,Fair,122127,32815
Lenovo,M1,64,1024,SSD,M2 GPU,16.0,2020,4,Excellent,159671,38336
Asus,i7,64,256,SSD,RTX 4070,17.0,2018,6,Fair,192864,14485
Acer,M1,8,256,SSD,GTX 1650,15.6,2023,1,Good,91158,27826
Dell,i3,64,512,HDD,M1 GPU,13.0,2021,3,Poor,113680,12258
Lenovo,M2,16,512,SSD,M1 GPU,16.0,2019,5,Excellent,133447,22127
Lenovo,M2,64,2048,SSD,Integrated,16.0,2023,1,Excellent,204173,89399
Acer,M1,64,1024,SSD,RTX 4070,17.0,2018,6,Good,182038,15309
HP,Ryzen 9,8,512,SSD,RTX 3060,17.0,2019,5,Good,124091,17506
MSI,Ryzen 5,16,512,HDD,RTX 4070,16.0,2018,6,Fair,113901,9130
Acer,i7,16,2048,HDD,RTX 3060,16.0,2020,4,Good,114982,17425
Acer,i3,8,512,HDD,M2 GPU,15.6,2023,1,Good,69618,21484
Apple,i7,64,256,SSD,RTX 3060,17.0,2019,5,Poor,170862,12871
MSI,i7,64,1024,SSD,M2 GPU,17.0,2020,4,Good,160045,33040
MSI,Ryzen 9,32,256,SSD,RTX 3050,15.6,2019,5,Excellent,130293,26555
Lenovo,M2,8,256,SSD,RTX 4070,14.0,2022,2,Excellent,151640,49934
Asus,i3,64,256,SSD,GTX 1650,14.0,2018,6,Good,112915,11469
Asus,i5,64,1024,SSD,RTX 3050,13.0,2020,4,Good,148644,26286
Asus,i7,16,256,SSD,RTX 4070,13.0,2021,3,Good,120164,25667
Asus,i7,32,1024,SSD,M1 GPU,15.6,2018,6,Excellent,124774,14694
Apple,M1,32,512,SSD,RTX 4070,17.0,2023,1,Excellent,162868,85583
Lenovo,Ryzen 9,32,512,HDD,Integrated,16.0,2019,5,Good,105232,15986
MSI,i9,32,2048,SSD,Integrated,14.0,2021,3,Good,137260,34209
Asus,Ryzen 9,8,2048,HDD,M2 GPU,14.0,2022,2,Poor,130361,16291
MSI,M2,64,1024,SSD,M1 GPU,13.0,2023,1,Good,175979,55306
Asus,i9,64,256,SSD,GTX 1650,16.0,2018,6,Good,166216,15838
MSI,Ryzen 9,64,2048,SSD,M2 GPU,17.0,2023,1,Fair,191058,43794
MSI,i5,64,2048,SSD,RTX 4070,14.0,2018,6,Good,199759,20271
Acer,i7,16,1024,SSD,M1 GPU,16.0,2022,2,Good,101269,23418
MSI,M1,8,2048,HDD,RTX 3060,15.6,2023,1,Poor,112387,16880
Lenovo,i3,8,2048,SSD,RTX 3050,14.0,2021,3,Good,96899,22374
Asus,Ryzen 9,32,512,HDD,Integrated,14.0,2023,1,Good,114015,34769
Lenovo,i7,16,512,SSD,RTX 3050,17.0,2023,1,Excellent,102864,42691
MSI,M1,32,2048,SSD,M1 GPU,15.6,2018,6,Good,163499,16151
Acer,i9,32,1024,SSD,RTX 4070,15.6,2018,6,Fair,177126,11237
Dell,Ryzen 5,8,512,SSD,RTX 4070,13.0,2020,4,Good,110253,21843
Lenovo,i9,32,512,SSD,M1 GPU,17.0,2022,2,Fair,131300,27114
MSI,i5,16,512,HDD,M2 GPU,15.6,2019,5,Good,91338,13359
MSI,M2,16,2048,HDD,RTX 4070,16.0,2018,6,Excellent,158642,20702
Acer,M2,8,512,SSD,M2 GPU,17.0,2022,2,Excellent,128795,38920
HP,i3,8,512,HDD,M1 GPU,17.0,2021,3,Fair,60050,8662
HP,i3,32,256,SSD,M2 GPU,14.0,2021,3,Good,96247,20717
MSI,M2,8,256,HDD,RTX 3050,13.0,2022,2,Good,112431,31052
Dell,i9,16,2048,SSD,GTX 1650,17.0,2023,1,Fair,144426,34517
MSI,i3,8,2048,SSD,RTX 4070,14.0,2020,4,Good,121870,25465
Dell,Ryzen 9,64,2048,HDD,GTX 1650,14.0,2019,5,Good,153739,20143
Acer,i3,8,1024,SSD,GTX 1650,13.0,2019,5,Excellent,74051,12694
HP,i9,32,1024,SSD,GTX 1650,14.0,2018,6,Good,148667,14733
Asus,Ryzen 5,16,512,HDD,M2 GPU,16.0,2019,5,Fair,81437,8000
Lenovo,Ryzen 7,64,256,HDD,Integrated,15.6,2023,1,Good,121838,37697
Acer,Ryzen 7,32,2048,HDD,RTX 3050,13.0,2019,5,Poor,109641,8000
MSI,i3,16,512,SSD,M2 GPU,15.6,2020,4,Excellent,81081,21737
Dell,i9,8,256,SSD,Integrated,15.6,2018,6,Fair,87344,8000
Asus,Ryzen 7,64,512,SSD,Integrated,16.0,2019,5,Excellent,127062,23772
MSI,Ryzen 5,32,2048,SSD,M1 GPU,17.0,2021,3,Good,127159,31910
HP,i5,8,256,SSD,M1 GPU,13.0,2021,3,Excellent,74352,19592
Lenovo,i5,16,256,SSD,M2 GPU,14.0,2022,2,Poor,98201,11769
MSI,i9,8,1024,SSD,Integrated,17.0,2022,2,Fair,104076,22183
Acer,Ryzen 9,64,512,SSD,RTX 3050,15.6,2022,2,Poor,155177,18528
Lenovo,i5,32,1024,HDD,RTX 4070,16.0,2023,1,Excellent,129168,52716
Apple,Ryzen 5,16,2048,SSD,GTX 1650,15.6,2019,5,Poor,101287,8243
MSI,i3,64,512,SSD,GTX 1650,14.0,2021,3,Good,117404,27189
Apple,Ryzen 7,64,1024,SSD,RTX 3050,14.0,2018,6,Good,158404,19073
Asus,M1,64,512,SSD,Integrated,17.0,2018,6,Good,127971,11480
Dell,i9,8,256,SSD,M1 GPU,14.0,2020,4,Good,101440,18037
HP,i3,16,512,SSD,RTX 4070,17.0,2019,5,Fair,102487,9081
Apple,i5,32,2048,SSD,M2 GPU,15.6,2021,3,Good,121929,34095
Asus,Ryzen 9,32,512,HDD,Integrated,14.0,2019,5,Good,104758,15476
Lenovo,i5,8,512,SSD,RTX 3060,13.0,2021,3,Good,96674,21825
MSI,i7,64,2048,HDD,M1 GPU,16.0,2022,2,Good,158393,41897
Acer,M1,8,1024,SSD,RTX 3060,13.0,2023,1,Good,125133,33665
HP,M2,8,2048,SSD,RTX 3060,16.0,2022,2,Good,156664,41693
Dell,i3,8,512,SSD,GTX 1650,16.0,2019,5,Good,61133,8000
HP,M2,32,1024,SSD,Integrated,16.0,2019,5,Fair,128426,12576
Apple,M1,16,2048,HDD,RTX 3050,14.0,2021,3,Excellent,121503,47008
Acer,i5,64,2048,HDD,M1 GPU,17.0,2020,4,Good,127615,21524
Apple,Ryzen 5,32,256,HDD,RTX 3050,17.0,2020,4,Fair,91185,15901
Asus,Ryzen 5,8,1024,SSD,M1 GPU,13.0,2019,5,Good,73572,10318
HP,M1,8,1024,SSD,M2 GPU,14.0,2021,3,Excellent,111690,30215
HP,i3,8,1024,SSD,RTX 3050,13.0,2021,3,Excellent,72005,20158
Asus,Ryzen 7,8,2048,SSD,RTX 3050,14.0,2021,3,Good,121030,25186
Lenovo,M2,32,2048,SSD,GTX 1650,15.6,2021,3,Excellent,164633,50867
Apple,Ryzen 7,16,256,HDD,RTX 3060,14.0,2023,1,Poor,111373,19611
Dell,Ryzen 7,16,512,HDD,M1 GPU,16.0,2019,5,Excellent,96485,17745
HP,Ryzen 7,64,1024,SSD,RTX 4070,17.0,2018,6,Good,175254,15964
Apple,M2,64,2048,HDD,GTX 1650,15.6,2019,5,Fair,176172,20574
HP,M2,32,1024,SSD,RTX 3060,17.0,2018,6,Good,179558,16331
HP,i9,32,1024,SSD,M1 GPU,14.0,2023,1,Good,138715,43383
Asus,Ryzen 9,64,256,HDD,GTX 1650,14.0,2021,3,Good,151000,33601
HP,i7,16,256,SSD,GTX 1650,15.6,2023,1,Excellent,84055,30564
Dell,M1,16,256,SSD,GTX 1650,17.0,2020,4,Fair,96865,13251
HP,i5,32,2048,HDD,RTX 4070,17.0,2023,1,Excellent,144418,52246
HP,M1,64,2048,SSD,M1 GPU,16.0,2018,6,Fair,177612,12290
HP,i9,8,256,SSD,GTX 1650,14.0,2021,3,Good,105598,20893
Asus,Ryzen 7,8,2048,SSD,GTX 1650,17.0,2022,2,Good,115405,28886
Dell,Ryzen 9,64,256,SSD,M1 GPU,17.0,2021,3,Fair,168700,27049
Apple,Ryzen 5,64,2048,SSD,Integrated,16.0,2022,2,Good,149405,53254
Asus,i5,16,512,HDD,GTX 1650,17.0,2019,5,Poor,71978,8000
Dell,Ryzen 9,64,256,HDD,RTX 3050,14.0,2020,4,Fair,170065,20986
Lenovo,Ryzen 7,32,512,SSD,RTX 3060,14.0,2021,3,Good,136915,33217
Lenovo,M2,8,256,SSD,RTX 3050,13.0,2019,5,Good,128251,18736
Asus,i5,32,2048,SSD,RTX 3060,16.0,2022,2,Good,133140,36209
Dell,M1,32,512,HDD,M2 GPU,14.0,2018,6,Fair,125812,8385
Lenovo,M2,64,1024,SSD,Integrated,15.6,2020,4,Poor,170066,14995
Dell,i9,64,2048,SSD,M1 GPU,16.0,2020,4,Excellent,198531,50382
MSI,i3,64,1024,SSD,RTX 3060,16.0,2019,5,Good,154467,21669
Apple,Ryzen 5,8,1024,SSD,RTX 4070,17.0,2020,4,Excellent,111473,30053
Apple,i9,64,1024,SSD,M2 GPU,13.0,2021,3,Good,169286,50727
MSI,M2,8,1024,HDD,GTX 1650,14.0,2023,1,Fair,110622,27374
Dell,i3,32,512,SSD,RTX 4070,13.0,2018,6,Excellent,113676,13580
Apple,M1,16,1024,SSD,RTX 3060,14.0,2018,6,Good,121755,15205
Lenovo,i3,64,512,SSD,M2 GPU,13.0,2018,6,Good,139529,15210
Acer,Ryzen 9,64,2048,SSD,Integrated,16.0,2022,2,Good,158784,36821
Asus,i7,64,256,HDD,RTX 3050,14.0,2022,2,Good,142364,39214
Asus,Ryzen 7,8,1024,SSD,RTX 3060,17.0,2019,5,Poor,104710,8000
Lenovo,Ryzen 5,8,256,HDD,Integrated,17.0,2019,5,Good,56007,8121
HP,i9,8,256,SSD,GTX 1650,16.0,2020,4,Poor,106756,8000
Lenovo,Ryzen 9,8,1024,SSD,RTX 4070,16.0,2023,1,Excellent,137950,59046
Asus,M2,64,1024,SSD,RTX 4070,14.0,2019,5,Good,241572,32617
Lenovo,i7,32,256,HDD,RTX 3060,13.0,2021,3,Fair,123109,20798
Lenovo,i9,8,256,SSD,Integrated,14.0,2020,4,Good,82967,15457
HP,i5,32,1024,HDD,GTX 1650,16.0,2023,1,Good,100920,28655
Apple,Ryzen 7,32,1024,SSD,Integrated,15.6,2020,4,Good,104037,24708
MSI,i9,64,256,HDD,GTX 1650,15.6,2023,1,Good,161339,57247
Acer,Ryzen 9,64,1024,SSD,Integrated,13.0,2021,3,Fair,168904,22605
Apple,Ryzen 9,16,512,SSD,M1 GPU,16.0,2019,5,Good,120528,19103
Lenovo,Ryzen 9,32,1024,SSD,GTX 1650,17.0,2019,5,Good,127101,18856
Acer,i5,8,512,SSD,RTX 3050,14.0,2020,4,Excellent,74077,15163
MSI,M1,16,2048,SSD,Integrated,16.0,2023,1,Fair,124143,27575
Asus,i7,8,2048,HDD,RTX 3050,15.6,2020,4,Good,98887,18589
Lenovo,M1,64,256,HDD,RTX 3060,17.0,2020,4,Excellent,170282,38132
Dell,M2,16,256,HDD,GTX 1650,16.0,2021,3,Fair,122044,19512
MSI,i7,32,2048,SSD,RTX 4070,16.0,2022,2,Good,164435,49169
HP,i3,8,2048,SSD,RTX 4070,15.6,2020,4,Good,119017,21331
Asus,M1,16,512,HDD,RTX 3050,15.6,2022,2,Good,108825,26834
Apple,M2,16,512,SSD,RTX 3060,13.0,2022,2,Fair,154589,34635
Acer,Ryzen 7,16,2048,HDD,Integrated,16.0,2018,6,Good,88549,8140
Acer,i5,32,256,SSD,M1 GPU,17.0,2022,2,Good,94752,23180
